1.028218092224966185e-01 -2.948197105889934999e+00 -1.947673793306947898e+00 3.548268934784256423e+00 4.819420590399507986e+00 4.126816227130555070e+00 -2.192629223253876880e+00 -2.965592239412184750e+00 1.000000000000000000e+00
2.920986493858848121e-01 -3.116947525708617661e+00 -1.950813155125216580e+00 3.714672145091719280e+00 4.629393602590689660e+00 4.320387237371412503e+00 -2.187739603518156883e+00 -3.151703741006811832e+00 1.000000000000000000e+00
4.813754895492725616e-01 -3.285697945527300767e+00 -1.953952516943486373e+00 3.881075355399183024e+00 4.439366614781871334e+00 4.513958247612270824e+00 -2.182849983782438219e+00 -3.337815242601439358e+00 1.000000000000000000e+00
6.706523297126616434e-01 -3.454448365345982985e+00 -1.957091878761755277e+00 4.047478565706646769e+00 4.249339626973053896e+00 4.707529257853129145e+00 -2.177960364046719555e+00 -3.523926744196066441e+00 1.000000000000000000e+00
8.599291698760493929e-01 -3.623198785164665647e+00 -1.960231240580025514e+00 4.213881776014110514e+00 4.059312639164235570e+00 4.901100268093987467e+00 -2.173070744311000890e+00 -3.710038245790694411e+00 1.000000000000000000e+00
1.049206010039437142e+00 -3.791949204983347865e+00 -1.963370602398294418e+00 4.380284986321573371e+00 3.869285651355417244e+00 5.094671278334845788e+00 -2.168181124575282226e+00 -3.896149747385321493e+00 1.000000000000000000e+00
1.238482850202824448e+00 -3.960699624802030527e+00 -1.966509964216564432e+00 4.546688196629038892e+00 3.679258663546599362e+00 5.288242288575704997e+00 -2.163291504839563562e+00 -4.082261248979949464e+00 1.000000000000000000e+00
1.427759690366213974e+00 -4.129450044620712745e+00 -1.969649326034833559e+00 4.713091406936501748e+00 3.489231675737781480e+00 5.481813298816562430e+00 -2.158401885103844897e+00 -4.268372750574576102e+00 1.000000000000000000e+00
1.617036530529602167e+00 -4.298200464439395851e+00 -1.972788687853102685e+00 4.879494617243964605e+00 3.299204687928962265e+00 5.675384309057420751e+00 -2.153512265368125789e+00 -4.454484252169203629e+00 1.000000000000000000e+00
1.806313370692989917e+00 -4.466950884258078069e+00 -1.975928049671371811e+00 5.045897827551428350e+00 3.109177700120144827e+00 5.868955319298279072e+00 -2.148622645632406680e+00 -4.640595753763831155e+00 1.000000000000000000e+00
1.995590210856378555e+00 -4.635701304076761176e+00 -1.979067411489641604e+00 5.212301037858892983e+00 2.919150712311326057e+00 6.062526329539138281e+00 -2.143733025896688460e+00 -4.826707255358458681e+00 1.000000000000000000e+00
2.184867051019765860e+00 -4.804451723895443394e+00 -1.982206773307910952e+00 5.378704248166355839e+00 2.729123724502509063e+00 6.256097339779996602e+00 -2.138843406160969796e+00 -5.012818756953086208e+00 1.000000000000000000e+00
2.374143891183154942e+00 -4.973202143714125611e+00 -1.985346135126180300e+00 5.545107458473818696e+00 2.539096736693690737e+00 6.449668350020854035e+00 -2.133953786425250687e+00 -5.198930258547712846e+00 1.000000000000000000e+00
2.563420731346542247e+00 -5.141952563532808718e+00 -1.988485496944449649e+00 5.711510668781283329e+00 2.349069748884872411e+00 6.643239360261713244e+00 -2.129064166689532023e+00 -5.385041760142341261e+00 1.000000000000000000e+00
2.752697571509930441e+00 -5.310702983351491824e+00 -1.991624858762718997e+00 5.877913879088747073e+00 2.159042761076054084e+00 6.836810370502570677e+00 -2.124174546953813358e+00 -5.571153261736968787e+00 1.000000000000000000e+00
2.941974411673318635e+00 -5.479453403170174042e+00 -1.994764220580988123e+00 6.044317089396209930e+00 1.969015773267236424e+00 7.030381380743428110e+00 -2.119284927218094694e+00 -5.757264763331594537e+00 1.000000000000000000e+00
3.131251251836706828e+00 -5.648203822988856260e+00 -1.997903582399257472e+00 6.210720299703673675e+00 1.778988785458418098e+00 7.223952390984287319e+00 -2.114395307482375586e+00 -5.943376264926222952e+00 1.000000000000000000e+00
3.320528092000095022e+00 -5.816954242807539366e+00 -2.001042944217527264e+00 6.377123510011138308e+00 1.588961797649600216e+00 7.417523401225146529e+00 -2.109505687746657365e+00 -6.129487766520850478e+00 1.000000000000000000e+00
3.509804932163482327e+00 -5.985704662626221584e+00 -2.004182306035795946e+00 6.543526720318600276e+00 1.398934809840781890e+00 7.611094411466003073e+00 -2.104616068010938257e+00 -6.315599268115477116e+00 1.000000000000000000e+00
3.699081772326870521e+00 -6.154455082444904690e+00 -2.007321667854065517e+00 6.709929930626064021e+00 1.208907822031964230e+00 7.804665421706861395e+00 -2.099726448275219148e+00 -6.501710769710104643e+00 1.000000000000000000e+00
3.888358612490259603e+00 -6.323205502263586908e+00 -2.010461029672335087e+00 6.876333140933528654e+00 1.018880834223145904e+00 7.998236431947720604e+00 -2.094836828539500484e+00 -6.687822271304733057e+00 1.000000000000000000e+00
